,id,player_api_id,player_name,player_fifa_api_id,birthday,height,weight,age
0,530,167285,Alireza Haghighi,191589,1988-05-02 00:00:00,1.9304,79.83225712000001,32
1,8608,184536,Philippe Coutinho,189242,1992-06-12 00:00:00,1.7018,68.0388555,28
2,7752,38947,Mustapha Jarju Alasan,178374,1986-07-18 00:00:00,1.8288,81.19303423000001,34
3,11073,36491,Zsolt Low,111191,1979-04-29 00:00:00,1.8034000000000001,69.85322498000001,41
4,8427,27613,Paulinho,164256,1986-01-10 00:00:00,1.7526,72.12118683,34
5,6259,67360,Luca Radice,221640,1987-04-09 00:00:00,1.8034000000000001,69.85322498000001,33
6,3485,37753,Francis Dickoh,130933,1982-12-13 00:00:00,1.8796000000000002,84.82177319,37
7,87,495841,Adalberto Penaranda,231638,1997-05-31 00:00:00,1.8288,78.01788764,23
8,10862,67941,Xavier Chen,158260,1983-10-05 00:00:00,1.7526,68.94604024,37
9,3142,199916,Ezequiel Adrian Cirigliano,199666,1992-01-24 00:00:00,1.7272,71.21400209000001,28
10,7123,429986,Matias Malvino,229482,1992-01-20 00:00:00,1.8796000000000002,78.92507238,28
11,5505,364290,Julian Michel,212169,1992-02-19 00:00:00,1.8034000000000001,68.0388555,28
12,10496,465728,Tuur Dierckx,216295,1995-05-09 00:00:00,1.7018,68.0388555,25
13,1834,31244,Cicero,156914,1984-08-26 00:00:00,1.8288,72.12118683,36
14,2606,5710,Diederik Boer,9833,1980-09-24 00:00:00,1.9304,89.81128926000001,40
15,6897,96619,Markel Susaeta,189354,1987-12-14 00:00:00,1.778,68.0388555,32
16,4816,214570,Jeffrey Schlupp,200759,1992-12-23 00:00:00,1.778,72.12118683,27
17,10865,149140,Xavier Luissint,188954,1984-01-13 00:00:00,1.778,79.83225712000001,36
18,4873,30818,Jermaine Jenas,49076,1983-02-18 00:00:00,1.778,76.20351816,37
19,6633,96532,Marcello Gazzola,183188,1985-04-03 00:00:00,1.8288,78.01788764,35
20,9177,33344,Romain Poyet,100964,1980-11-25 00:00:00,1.8288,79.83225712000001,39
21,7815,209387,Nayib Lagouireh,184239,1991-06-06 00:00:00,1.7018,66.22448602,29
22,9325,24903,Russell Martin,162886,1986-01-04 00:00:00,1.8288,73.02837157,34
23,4206,94010,Henri Saivet,183256,1990-10-26 00:00:00,1.7526,73.02837157,29
24,8127,277705,Oliver,205323,1992-08-29 00:00:00,1.778,73.93555631000001,28
25,6229,196865,Louis Moult,194925,1992-05-14 00:00:00,1.8288,84.82177319,28
26,10120,41191,Sylvain Marveaux,157310,1986-04-15 00:00:00,1.7272,66.22448602,34
27,5666,37770,Kasper Schmeichel,163587,1986-11-05 00:00:00,1.8541999999999998,76.20351816,33
28,10899,354467,Yannick Ferreira-Carrasco,208418,1993-09-04 00:00:00,1.8034000000000001,66.22448602,27
29,8557,39977,Peter Franquart,163480,1985-01-04 00:00:00,1.8288,82.10021897,35
30,5154,557342,Jonas Omlin,223550,1994-01-10 00:00:00,1.8796000000000002,79.83225712000001,26
31,3013,161420,Emmanuel Riviere,188289,1990-03-03 00:00:00,1.8288,76.20351816,30
32,9958,306990,Stephane Badji,208015,1990-05-29 00:00:00,1.8034000000000001,74.84274105,30
33,3889,41376,Giuseppe De Feudis,157791,1983-07-10 00:00:00,1.7018,68.94604024,37
34,9426,187344,Samir Fazli,193880,1991-04-22 00:00:00,1.8541999999999998,74.84274105,29
35,1970,114339,Cristian Maidana,187644,1987-01-24 00:00:00,1.8034000000000001,73.93555631000001,33
36,5331,207511,Jose Izquierdo,219411,1992-07-07 00:00:00,1.7018,73.02837157,28
37,11004,25199,Yves Makaba-Makalamby,152552,1986-01-31 00:00:00,1.9812,96.16158244,34
38,2142,26257,Daniel Jensen,146769,1979-06-25 00:00:00,1.778,73.02837157,41
39,6106,109638,Leroy Fer,186351,1990-01-05 00:00:00,1.8796000000000002,78.92507238,30
40,9070,212770,Roberto Inglese,199559,1991-11-12 00:00:00,1.8541999999999998,84.82177319,28
41,2068,25770,Damir Dzombic,161922,1985-01-03 00:00:00,1.8796000000000002,77.1107029,35
42,7945,164031,Nicolas Gaitan,184144,1988-02-23 00:00:00,1.7272,68.0388555,32
43,1537,38887,Carlos Acuna,165031,1988-06-23 00:00:00,1.778,71.21400209000001,32
44,1966,500791,Cristian Herrera,204280,1991-03-01 00:00:00,1.8796000000000002,84.82177319,29
45,7467,120082,Mickael Facchinetti,189115,1991-02-15 00:00:00,1.8288,73.93555631000001,29
46,4330,40962,Ibson,152828,1983-11-07 00:00:00,1.778,73.93555631000001,36
47,4700,37976,Jason Vandelannoite,169170,1986-11-06 00:00:00,1.778,79.83225712000001,33
48,1322,410424,Borja Lopez,212129,1994-02-02 00:00:00,1.9304,83.91458845000001,26
49,4918,174030,Jesus Fernandez,192457,1988-06-11 00:00:00,1.905,83.00740371,32
50,4542,289159,Jak Alnwick,204354,1993-06-17 00:00:00,1.8796000000000002,82.10021897,27
51,8363,322354,Patrick,208114,1991-01-22 00:00:00,1.778,76.20351816,29
52,5021,319631,Joaquin Correa,215330,1994-08-13 00:00:00,1.8796000000000002,77.1107029,26
53,4863,26235,Jeremy Sapina,168294,1985-02-01 00:00:00,1.8796000000000002,84.82177319,35
54,5606,150670,Kamil Glik,190547,1988-02-03 00:00:00,1.905,79.83225712000001,32
55,3170,41666,Fabiano Santacroce,182177,1986-08-24 00:00:00,1.8034000000000001,72.12118683,34
56,848,40659,Anthony Mounier,183870,1987-09-27 00:00:00,1.7526,68.94604024,33
57,3056,23781,Eric Djemba-Djemba,49483,1981-05-04 00:00:00,1.7526,81.19303423000001,39
58,2669,261609,Dimitri Foulquier,203177,1993-03-23 00:00:00,1.8288,78.01788764,27
59,9027,23979,Robert Elliot,167931,1986-04-30 00:00:00,1.8796000000000002,92.98643585,34
60,7638,25849,Mobulu M'Futi,34663,1981-08-28 00:00:00,1.7526,74.84274105,39
61,3158,310355,Fabian Holland,208470,1990-07-11 00:00:00,1.7272,73.93555631000001,30
62,6638,68436,Marcelo Estigarribia,188992,1987-09-21 00:00:00,1.8034000000000001,69.85322498000001,33
63,6789,148483,Marian Kello,189902,1982-09-05 00:00:00,1.8796000000000002,87.08973504000001,38
64,10079,182637,Stojan Vranjes,222102,1986-10-11 00:00:00,1.8288,74.84274105,34
65,5348,150330,Jose Maria Callejon,185020,1987-02-11 00:00:00,1.778,73.02837157,33
66,3223,39397,Fabrizio Grillo,178437,1987-02-02 00:00:00,1.778,73.93555631000001,33
67,6162,268257,Lima,207924,1991-10-10 00:00:00,1.778,73.02837157,29
68,6851,43313,Mariusz Pawelek,148518,1981-03-17 00:00:00,1.8541999999999998,81.19303423000001,39
69,8827,25923,Raul Meireles,148224,1983-03-17 00:00:00,1.8034000000000001,78.01788764,37
70,407,39204,Alex Calderoni,52951,1976-05-31 00:00:00,1.8288,83.00740371,44
71,10331,42704,Timothy Derijck,177571,1987-05-25 00:00:00,1.8541999999999998,83.00740371,33
72,269,289250,Alassane Tambe,192731,1992-01-26 00:00:00,1.8288,73.02837157,28
73,1615,154276,Cedric D'Ulivo,192027,1989-08-29 00:00:00,1.8034000000000001,74.84274105,31
74,7332,24208,Micah Richards,169721,1988-06-24 00:00:00,1.8034000000000001,83.00740371,32
75,739,72401,Andrej Rendla,183999,1990-10-13 00:00:00,1.905,77.1107029,30
76,4025,114822,Grzegorz Sandomierski,187857,1989-09-05 00:00:00,1.9558000000000002,86.1825503,31
77,1056,361055,Avto,220166,1991-10-03 00:00:00,1.778,69.85322498000001,29
78,10342,183449,Tito,145889,1985-07-11 00:00:00,1.7526,62.142154690000005,35
79,8387,26716,Paul de Lange,27544,1981-02-04 00:00:00,1.8288,74.84274105,39
80,6235,361380,Luan,210373,1988-12-30 00:00:00,1.8288,83.91458845000001,31
81,3324,304014,Fernando Marcal,207707,1989-02-19 00:00:00,1.778,72.12118683,31
82,4490,39847,Ivo Ilicevic,177398,1986-11-14 00:00:00,1.7526,63.04933943,33
83,9553,24118,Sean Clohessy,167691,1986-12-12 00:00:00,1.778,73.93555631000001,33
84,9407,502421,Sam Gallagher,213905,1995-09-15 00:00:00,1.9304,74.84274105,25
85,2734,74435,Domingo Cisma,171016,1982-02-09 00:00:00,1.8288,78.01788764,38
86,729,45435,Andreas Landgren,181381,1989-03-17 00:00:00,1.7526,73.93555631000001,31
87,5732,142992,Kevin Brands,191077,1988-03-28 00:00:00,1.8541999999999998,86.1825503,32
88,3102,244774,Esmael Goncalves,202557,1991-06-25 00:00:00,1.8288,87.99691978,29
89,663,38170,Andre Mijatovic,169405,1979-12-03 00:00:00,1.905,79.83225712000001,40
90,7732,26332,Moussa Sow,172124,1986-01-19 00:00:00,1.8034000000000001,81.19303423000001,34
91,1520,49562,Carl Finnigan,172210,1986-10-01 00:00:00,1.8034000000000001,73.93555631000001,34
92,3196,121286,Fabio Francesco Sciacca,192253,1989-05-16 00:00:00,1.8288,77.1107029,31
93,3741,67333,Geoffrey Treand,188230,1986-01-16 00:00:00,1.778,73.93555631000001,34
94,1557,317822,Carlos Gruezo,221860,1995-04-19 00:00:00,1.7018,67.13167076,25
95,10535,36073,Uwe Moehrle,53011,1979-12-03 00:00:00,1.8796000000000002,79.83225712000001,40
96,10386,38799,Tom Soetaers,51580,1980-07-21 00:00:00,1.7526,74.84274105,40
97,10272,130596,Tiago Luis,186762,1989-03-13 00:00:00,1.7526,73.93555631000001,31
98,6355,42773,Luis Filipe,20776,1979-06-14 00:00:00,1.8288,74.84274105,41
99,8463,98027,Pavel Vidanov,199220,1988-01-08 00:00:00,1.8541999999999998,78.92507238,32
100,348,124144,Aleksandar Prijovic,189757,1990-04-21 00:00:00,1.9304,87.08973504000001,30
101,5168,625167,Jonathan Correia,228294,1994-02-13 00:00:00,1.7526,64.86370891,26
102,8063,164470,Nuno Henrique,203619,1986-10-19 00:00:00,1.8541999999999998,74.84274105,34
103,4833,240044,Jens Naessens,200157,1991-04-01 00:00:00,1.8796000000000002,77.1107029,29
104,2352,46881,David Fleurival,177361,1984-02-19 00:00:00,1.8288,83.91458845000001,36
105,9383,384407,Saleh Al-Shehri,211173,1993-11-01 00:00:00,1.8288,74.84274105,26
106,1993,39313,Cristiano Lupatelli,12011,1978-06-21 00:00:00,1.8796000000000002,83.91458845000001,42
107,8924,22427,"Ricardo Pedrinha,27",53797,1978-05-03 00:00:00,1.778,72.12118683,42
108,7342,40001,Michael Ciani,137114,1984-04-06 00:00:00,1.9304,87.99691978,36
109,8593,30371,Philip Neville,249,1977-01-21 00:00:00,1.8034000000000001,76.20351816,43
110,6609,26494,Marc-Antoine Fortune,158196,1981-07-02 00:00:00,1.8288,76.20351816,39
111,2141,33768,Daniel Jarque,110366,1983-01-01 00:00:00,1.8796000000000002,76.20351816,37
112,7865,69242,Neves Soares Hermes,165272,1974-09-19 00:00:00,1.6764,64.86370891,46
113,1671,39109,Charlie Adam,155976,1985-12-10 00:00:00,1.8541999999999998,82.10021897,34
114,4642,39840,Jan Schlaudraff,126925,1983-07-18 00:00:00,1.8034000000000001,72.12118683,37
115,844,24162,Anthony McMahon,164465,1986-03-24 00:00:00,1.8034000000000001,72.12118683,34
116,2837,14560,Eden Ben Basat,164880,1986-09-08 00:00:00,1.8288,74.84274105,34
117,1774,92252,Christian Schneuwly,184285,1988-02-07 00:00:00,1.778,73.02837157,32
118,10770,26686,Wesley Verhoek,172048,1986-09-25 00:00:00,1.8796000000000002,84.82177319,34
119,9489,34334,Sanharib Bueyueksal,123116,1984-03-01 00:00:00,1.778,74.84274105,36
120,4482,40967,Ivanildo,164851,1986-01-09 00:00:00,1.7526,78.92507238,34
121,2686,164105,Diogo Cunha,203787,1986-02-10 00:00:00,1.7018,59.874192840000006,34
122,10012,23283,Steve Sidwell,134941,1982-12-14 00:00:00,1.778,79.83225712000001,37
123,3216,363363,Fabrice Olinga,211214,1996-05-12 00:00:00,1.7272,66.22448602,24
124,5230,154280,Jordan Ayew,197756,1991-09-11 00:00:00,1.8288,81.19303423000001,29
125,288,38395,Alberto Cifuentes,110638,1979-05-29 00:00:00,1.8796000000000002,67.13167076,41
126,6523,45316,Mano,184807,1987-04-09 00:00:00,1.7018,67.13167076,33
127,2034,101969,Dame N'Doye,179875,1985-02-21 00:00:00,1.8541999999999998,81.19303423000001,35
128,6142,32559,Liam Craig,171971,1986-12-27 00:00:00,1.8288,82.10021897,33
129,875,16678,Anton Putsila,186504,1987-06-10 00:00:00,1.8034000000000001,73.93555631000001,33
130,9367,196288,Ryota Morioka,232294,1991-04-12 00:00:00,1.8034000000000001,69.85322498000001,29
131,9501,356960,Santiago Montoya,213260,1991-09-15 00:00:00,1.7272,63.04933943,29
132,10261,264190,Thorgan Hazard,203486,1993-03-29 00:00:00,1.7526,68.94604024,27
133,7306,203940,Mehdi Terki,201845,1991-09-27 00:00:00,1.8541999999999998,74.84274105,29
134,1153,25863,Bastien Geiger,170786,1985-02-26 00:00:00,1.778,72.12118683,35
135,3427,184521,Florian Lejeune,197948,1991-05-20 00:00:00,1.8796000000000002,81.19303423000001,29
136,5456,75199,Juan Ramon Cabrero Juanra,158216,1980-04-24 00:00:00,1.8288,78.01788764,40
137,7003,541330,Marvelous Nakamba,222994,1994-01-19 00:00:00,1.778,71.21400209000001,26
138,1643,39419,Cesare Bovo,105866,1983-01-14 00:00:00,1.8034000000000001,78.92507238,37
139,5237,17875,Jordan Loties,137987,1984-08-05 00:00:00,1.905,82.10021897,36
140,10098,208208,Suleyman Koc,211815,1989-06-09 00:00:00,1.778,79.83225712000001,31
141,2783,120621,Douglas,187570,1983-03-09 00:00:00,1.8796000000000002,87.99691978,37
142,32,32637,Abdessalam Benjelloun,177295,1985-01-28 00:00:00,1.8796000000000002,81.19303423000001,35
143,7690,32746,Morgan De Sanctis,4667,1977-03-26 00:00:00,1.905,82.10021897,43
144,10822,267992,Wilson Kamavuaka,205085,1990-03-29 00:00:00,1.8796000000000002,79.83225712000001,30
145,7503,317580,Miguel Rodrigues,210555,1993-03-16 00:00:00,1.8796000000000002,76.20351816,27
146,10520,42184,Umit Ozat,143659,1976-10-30 00:00:00,1.8541999999999998,73.93555631000001,43
147,6234,179523,Luan,185083,1988-09-21 00:00:00,1.8541999999999998,74.84274105,32
148,1861,38113,Claudio Lito,20607,1975-02-03 00:00:00,1.7018,64.86370891,45
149,4576,46651,Jamel Ait Ben Idir,53034,1984-01-10 00:00:00,1.7272,74.84274105,36
150,8032,97363,Nilson,170801,1975-12-26 00:00:00,1.8541999999999998,79.83225712000001,44
151,8050,46120,Nordin Amrabat,183108,1987-03-31 00:00:00,1.778,77.1107029,33
152,9565,604345,Sebastiaan Brebels,226243,1995-05-05 00:00:00,1.8288,74.84274105,25
153,1675,260969,Charlie I'Anson,219824,1993-07-01 00:00:00,1.8034000000000001,73.02837157,27
154,10529,72819,Uros Korun,229666,1987-05-25 00:00:00,1.8796000000000002,78.92507238,33
155,10524,451941,Unai Garcia,215569,1992-09-03 00:00:00,1.778,68.0388555,28
156,305,42121,Alberto Regazzoni,158440,1983-05-04 00:00:00,1.7018,64.86370891,37
157,7833,156556,Nelson Oliveira,189303,1991-08-08 00:00:00,1.8541999999999998,82.10021897,29
158,10270,45294,Tiago Gomes,138981,1986-07-29 00:00:00,1.778,79.83225712000001,34
159,804,41292,Angel Rodriguez,177633,1987-04-26 00:00:00,1.7272,68.0388555,33
160,2274,355434,Dariusz Formella,215492,1995-10-21 00:00:00,1.778,73.93555631000001,24
161,2589,476769,Deyverson,215421,1991-05-08 00:00:00,1.8796000000000002,78.01788764,29
162,4652,109649,Jan-Arie van der Heijden,186456,1988-03-03 00:00:00,1.8541999999999998,71.21400209000001,32
163,6475,37945,Mahamadou Dissa,116812,1979-05-18 00:00:00,1.7272,68.0388555,41
164,3461,40656,Francesco Bolzoni,188076,1989-05-07 00:00:00,1.8288,79.83225712000001,31
165,4561,689987,Jakub Piotrowski,229973,1997-10-04 00:00:00,1.8288,78.01788764,23
166,2298,33048,Darren Pratley,156894,1985-04-22 00:00:00,1.8541999999999998,68.94604024,35
167,3408,360156,Florent Zitte,211092,1993-05-17 00:00:00,1.8288,74.84274105,27
168,10998,302079,Yuya Kubo,217242,1993-12-24 00:00:00,1.778,72.12118683,26
169,10870,278842,Xhelil Abdulla,205252,1991-09-25 00:00:00,1.905,84.82177319,29
170,974,26630,Arne Slot,51075,1978-09-17 00:00:00,1.8541999999999998,74.84274105,42
171,5296,37787,Joris Mathijsen,7814,1980-04-05 00:00:00,1.8288,72.12118683,40
172,5577,640641,Justin Johnson,228760,1996-08-27 00:00:00,1.7018,69.85322498000001,24
173,5628,37886,Karel D'Haene,143274,1980-09-05 00:00:00,1.8288,78.01788764,40
